FirstName,LastName,DOB,Phone,Email,Address,City,State,Zip,Occupation,Preference,Phase,Approved?,Update
Laura,Reyes,1984-08-13,491-225-8281,frobbins@yahoo.com,44855 Santana Walks Apt. 974,North Brandytown,OR,94405,Public relations officer,cat,fostering,False,2003-09-17
James,Bennett,1985-05-23,197-612-1196,corey88@mendoza-miller.com,35484 Robert Ranch,North Christine,WA,90012,Systems analyst,dog,fostering,True,2003-07-04
Janice,Stewart,1972-07-18,429-305-0847,kathleen17@yahoo.com,4474 Tammy Lodge,Maryport,CA,93862,Chief Operating Officer,dog,adopting,False,2002-05-01
Seth,Acosta,1987-07-11,576-795-7111,murphylinda@gmail.com,5970 Alicia Ville,Gilbertmouth,OR,91300,Exhibition designer,cat,adopting,False,2001-10-23
Taylor,Shelton,1996-05-06,480-707-8188,christiecoleman@poole.com,9886 King Junction,East Mary,WA,94124,Nutritional therapist,dog,fostering,False,2001-12-21
Karen,Gomez,1999-07-30,972-016-9584,qkelly@yahoo.com,07326 Donald Drive,East Gabrielleview,CA,90636,Legal secretary,dog,adopting,True,2002-12-09
Betty,Moran,1981-04-26,901-091-8903,seangilbert@yahoo.com,5190 Krystal Loaf Apt. 439,Williamville,CA,96321,Theatre director,dog,adopting,False,2000-04-15
David,Hernandez,1977-11-19,790-212-5151,phillipspamela@carlson.com,449 John Road Suite 064,Shieldsbury,WA,92966,Operational investment banker,cat,adopting,False,2000-05-31
Laura,Fletcher,1992-09-03,297-233-5777,alexakent@hensley.biz,028 Mary Parkway Suite 759,Baileymouth,CA,91993,Structural engineer,dog,adopting,False,2000-04-19
Courtney,Patterson,1999-07-19,578-607-6191,julia46@hotmail.com,739 Christopher Ramp Apt. 151,Ellischester,CA,94534,Nature conservation officer,cat,fostering,True,2003-08-15
Monica,Adams,1986-08-04,345-883-4095,megan22@perez.com,022 Ralph Course Suite 750,Wendyton,OR,96361,"Scientist, clinical (histocompatibility and immunogenetics)",cat,fostering,True,2002-02-11
Ivan,Nguyen,1992-10-09,407-343-1738,john46@gmail.com,0119 Roach Glen Suite 590,Lake Glen,OR,98456,"Engineer, materials",dog,fostering,False,2001-07-28
Felicia,Trujillo,1971-10-29,322-815-9432,astevens@harrison.com,342 James Island,Lisaton,CA,96337,"Engineer, biomedical",cat,fostering,False,2001-06-09
Kimberly,Holmes,1990-01-12,102-631-5337,greenegloria@yahoo.com,396 Knox Bypass,Williamsmouth,OR,97603,"Designer, multimedia",cat,fostering,False,2000-06-27
Kimberly,Guerra,1991-12-11,975-057-7085,smithshannon@hotmail.com,2721 Nicholas Plaza Apt. 642,Jamesmouth,WA,99184,"Administrator, arts",cat,adopting,True,2000-12-27
Stephen,Thompson,1992-12-08,593-999-3214,david86@gmail.com,926 Matthew Forges Apt. 634,Wongview,OR,94739,"Engineer, manufacturing systems",cat,adopting,True,2003-04-12
Dennis,Clark,1998-03-12,164-916-1070,sarahroman@gmail.com,3806 Pamela Streets,West Bernard,CA,93302,Structural engineer,dog,fostering,True,2002-02-07
Jessica,James,1991-09-07,101-655-2231,abest@nguyen.com,0304 Andrews Highway Apt. 597,Shanehaven,OR,95716,"Engineer, maintenance (IT)",cat,adopting,True,2001-07-19
Stacey,Pena,1990-02-13,665-107-8587,matthew41@bowen.com,08776 Peterson Ramp,Barrton,CA,97581,Consulting civil engineer,dog,fostering,True,2000-09-11
Joseph,Perez,1995-01-22,777-845-2613,ythompson@williams.info,55942 Melissa Cape Suite 815,North Sarahmouth,OR,97684,Facilities manager,cat,fostering,False,2001-05-11
Laura,Wiley,1980-08-19,590-930-4875,calderonsonya@yahoo.com,18489 Wood Unions Suite 766,Dyerland,OR,93658,Homeopath,cat,fostering,True,2000-03-26
Gina,Drake,1974-11-25,493-417-1394,leonard89@powell.com,30934 Francis Rest Suite 821,New Kendra,WA,94592,"Journalist, magazine",cat,fostering,False,2003-09-07
Frederick,Livingston,2001-12-12,683-495-6276,smithlinda@cooper.net,7186 Adam Meadow,Johnton,WA,95772,Counsellor,dog,adopting,False,2003-11-24
Bobby,White,1973-08-07,503-512-4174,jeffrey31@yahoo.com,78435 Brent Center Apt. 439,Reidbury,WA,91403,Community education officer,cat,adopting,False,2001-11-20
Alexander,Smith,2002-06-12,533-421-4657,mthornton@yahoo.com,2993 Jennifer Hollow,New Lindseychester,CA,90202,"Merchandiser, retail",dog,adopting,False,2003-03-02
Craig,Combs,1986-10-16,775-937-9287,karen21@gmail.com,1856 Bryan Ports,Adambury,OR,90525,Medical sales representative,cat,adopting,False,2001-02-15
Jasmine,Wright,1992-02-23,281-077-1515,ssanders@gmail.com,0912 Benjamin Neck Suite 252,South Sierra,OR,98512,Systems developer,cat,adopting,True,2002-05-16
Eric,Ibarra,1978-03-26,104-457-0471,ericdavis@bates-smith.com,20154 Wilson Lake,South Justintown,WA,94395,Corporate investment banker,cat,adopting,False,2002-05-24
Laurie,Hudson,1984-08-30,103-075-9038,david56@yahoo.com,1521 Rivera River,North Melissaborough,OR,92762,"Producer, television/film/video",cat,fostering,True,2001-05-08
Robert,Hickman,1972-04-27,537-623-7350,hhodges@gmail.com,4712 Gomez Square Apt. 321,West Meghanport,OR,92129,Arts administrator,dog,adopting,True,2001-01-27
Alan,Coleman,1992-04-20,276-674-1568,okelly@robertson-spears.info,51362 Lowe Streets,Stephanieshire,CA,97509,Archivist,dog,fostering,False,2002-05-29
Christopher,Bryan,1974-05-02,157-587-2940,douglasandrews@burke-wade.com,945 Hanson Gardens Apt. 223,West Jamesbury,CA,93670,Advertising account executive,cat,fostering,False,2003-01-01
Megan,Bentley,1976-10-23,665-857-8544,amysteele@hotmail.com,6844 Rose Ramp,Harrellhaven,WA,94388,"Doctor, general practice",dog,adopting,True,2003-10-24
Christine,Smith,1978-07-18,811-974-4232,ipace@gmail.com,8574 Rachel Radial,East Courtneytown,WA,96524,Database administrator,cat,fostering,False,2001-06-28
Sean,Williams,1998-05-01,717-069-4962,lawrencecolon@clark.com,520 Cunningham Causeway Apt. 794,Donnahaven,WA,92847,"Conservator, furniture",dog,adopting,False,2001-03-11
Sean,Zimmerman,1998-05-18,140-460-8976,sierracastillo@cooper-carpenter.info,546 Scott Drive Apt. 278,Richardborough,CA,92810,Acupuncturist,dog,adopting,False,2001-10-30
Robert,Schneider,1985-12-22,166-158-5124,russellleslie@campbell.com,935 Salinas Tunnel Suite 509,Amyberg,CA,95251,Solicitor,dog,adopting,False,2000-07-31
Jesse,Mccormick,1979-08-19,573-631-1026,wrightmichelle@gmail.com,444 Desiree Coves,South Eric,OR,91641,Seismic interpreter,cat,adopting,True,2000-03-27
Ronnie,Holmes,2000-12-10,167-033-7491,ggonzalez@le.com,5636 Cain Spring,Gregoryport,CA,90268,Writer,cat,adopting,False,2000-04-10
Brenda,Greer,2002-06-16,931-040-1334,anna57@hotmail.com,85142 Acevedo Stream,Alexisberg,WA,92121,"Editor, commissioning",cat,fostering,True,2003-05-08
Julie,Bryant,1996-02-19,917-017-0158,yray@gmail.com,60239 Jackson Park Apt. 694,Davidhaven,OR,94207,Prison officer,cat,adopting,False,2001-07-10
John,Anderson,1977-02-15,344-652-9076,valenzuelaeddie@brewer.org,239 Andrea Ville Apt. 001,New Laurenfurt,OR,94575,Soil scientist,dog,fostering,True,2001-06-14
Danielle,Tucker,1995-06-03,059-840-9077,hammondmichelle@riley.com,0056 Powell Rue Suite 398,Jonesside,OR,90227,Dietitian,dog,adopting,False,2002-08-16
William,Murillo,1988-01-16,322-146-5601,ritarojas@sims-bryant.com,74021 Hampton Avenue Apt. 588,Port Sethhaven,WA,95715,Commercial horticulturist,dog,adopting,False,2000-09-30
Joan,Ward,1995-11-08,066-220-1911,hawkinsmichelle@arnold.com,2170 Jared Mountain,North Deborahton,CA,91466,Hospital doctor,dog,fostering,True,2000-08-04
Kaitlyn,Johnson,1977-07-23,594-353-8187,randywells@gmail.com,6264 Jennifer Village,North Christyton,CA,90565,Psychiatric nurse,dog,fostering,True,2002-10-17
Ashley,Fields,1990-02-16,145-304-7698,brian31@patel.com,47623 Andrew Inlet,New Lindaberg,CA,95862,Futures trader,dog,adopting,True,2003-05-18
Jason,Hahn,1982-09-12,975-343-5940,brittanyreed@hotmail.com,59934 Anthony Points Apt. 311,Millerhaven,OR,95413,"Research officer, government",cat,fostering,True,2000-03-11
Carrie,Coleman,1993-03-09,297-959-8377,fwillis@fisher.com,3373 Michael Park Apt. 008,South Alexandraton,CA,96052,Building control surveyor,dog,fostering,True,2000-03-26
Nancy,Hawkins,1994-03-14,034-766-5558,matthewcross@coleman-nolan.info,679 Aaron Dam Apt. 100,Moodyfurt,OR,98639,"Scientist, water quality",dog,adopting,True,2001-12-17
Ariana,Rodriguez,1977-09-19,245-537-4808,jasonclark@fowler.com,462 Goodwin Rapid Apt. 215,Melissahaven,WA,91328,"Nurse, children's",dog,fostering,False,2003-07-07
Jennifer,Bentley,1991-03-06,226-225-6387,jennifer42@yahoo.com,692 Melinda Mall,Richardside,CA,96639,"Producer, television/film/video",dog,fostering,True,2001-12-13
Kyle,Reed,1987-12-17,486-377-5782,amy71@gmail.com,82527 Nicholas Radial,Robertashire,WA,91098,Event organiser,cat,fostering,False,2000-10-14
Ross,Martinez,1973-06-15,257-111-7599,ctravis@yahoo.com,17733 Kaitlyn Neck,Stephenfurt,WA,97947,"Teacher, special educational needs",cat,adopting,False,2003-10-06
Larry,Green,2002-02-01,718-246-0224,sarah38@williams.com,3854 Walker Drive,West Adam,WA,94581,"Journalist, broadcasting",dog,adopting,True,2002-12-09
Jason,Glass,1979-06-14,985-285-2877,vjohnson@yahoo.com,143 Samantha Coves,Diazchester,OR,95720,Print production planner,dog,fostering,True,2000-02-16
Christopher,French,1977-09-26,088-136-3333,wrightsteven@gmail.com,899 Bryant Throughway,Whitetown,WA,95672,Arts administrator,dog,adopting,False,2000-11-06
Nichole,Hartman,1972-01-20,620-341-8152,brettshaffer@hill.com,997 Michael Manor,Port Henry,WA,97804,Clinical biochemist,cat,adopting,False,2002-06-20
Mark,Ellis,1981-06-02,588-495-9629,joseph78@gmail.com,89771 Sydney Skyway,Port Katieland,WA,91531,Retail banker,dog,adopting,False,2003-01-08
Todd,Coleman,1977-05-05,010-675-8766,wilkinsjason@harmon.com,726 Rice Ranch Apt. 721,Wendyside,WA,93133,"Psychologist, occupational",dog,fostering,False,2002-08-22
Billy,Hunter,1986-05-29,351-859-5982,briananthony@klein.biz,12148 Benson Estates Suite 319,Martinezchester,WA,93400,"Presenter, broadcasting",dog,fostering,False,2002-04-05
Danielle,Robinson,1980-09-07,375-039-8325,rebecca00@barnes-werner.com,887 Kristin Cliffs Suite 963,Smithtown,CA,97207,"Surveyor, hydrographic",cat,adopting,False,2003-12-07
Ashley,Little,1994-09-21,844-836-9221,scottmichael@gmail.com,0213 Riley Fields Suite 157,Brownshire,WA,90521,"Administrator, arts",cat,adopting,True,2002-05-27
Jenny,White,1993-01-21,683-296-7666,saradominguez@yahoo.com,755 Sherman Expressway,West Barbarashire,OR,90299,Lawyer,cat,adopting,False,2000-05-30
Willie,Morales,1997-08-10,191-505-6580,lcurry@carter.com,5700 Kyle River,Lake Jordanmouth,CA,95534,"Nurse, adult",cat,adopting,True,2003-02-23
Ralph,Carter,1986-08-27,779-796-7873,brandytate@gibson.info,01995 Blake Forge Apt. 744,Jennifertown,CA,94922,Speech and language therapist,cat,adopting,False,2001-11-19
Connor,Mathis,1974-12-20,332-235-7315,johnfoster@jones.com,439 Clayton Ports,North Brianfort,CA,96199,Oceanographer,dog,fostering,False,2003-04-10
Jacqueline,Frye,1975-08-20,445-447-0274,rodneyguzman@gmail.com,86741 Allen Inlet Apt. 528,Garciaberg,CA,98829,"Psychologist, clinical",dog,fostering,True,2000-03-13
Jeanette,Adams,1992-10-11,704-923-2592,reedsusan@harper.biz,487 Henry Spurs,Davidburgh,WA,98680,Occupational psychologist,cat,fostering,False,2003-11-03
Erica,Green,1977-09-20,482-988-7452,manningbrett@hotmail.com,5052 Michelle Field Apt. 905,Wilsonborough,OR,91361,Legal executive,dog,fostering,True,2002-12-25
Megan,Green,1997-12-06,899-266-5464,rodriguezvalerie@crawford.com,505 Carey Passage,Lisaview,WA,95591,Police officer,cat,adopting,True,2003-11-08
Matthew,Bishop,1971-01-24,160-972-7575,ymason@hester.com,820 Christopher Ramp,East Nicole,WA,95768,Fitness centre manager,cat,fostering,False,2003-11-17
Jeremiah,Hicks,1981-02-16,977-364-0513,mitchellsean@hotmail.com,288 Megan Mountains Suite 920,Stephanieshire,CA,93619,Energy engineer,dog,fostering,False,2001-03-21
Billy,Martin,1991-01-07,787-685-9036,lindajohnson@yahoo.com,772 Holmes Walk Apt. 490,Anthonyburgh,CA,97614,Pensions consultant,dog,adopting,True,2000-08-02
Katherine,Barker,1993-09-24,293-008-7967,robertslori@gmail.com,7457 Richard Route Suite 410,Lake Rebecca,OR,97547,Personnel officer,cat,adopting,False,2003-08-02
Daniel,Mitchell,1972-04-08,269-430-3617,tcortez@ball-rodgers.com,1932 Frey Flats,Williamsside,OR,92653,Minerals surveyor,dog,fostering,True,2003-09-15
Melissa,Johnson,1973-02-22,897-275-1283,dwalters@stein-johnson.net,851 Phillip Roads Apt. 440,Gonzalezhaven,CA,90390,Naval architect,cat,adopting,False,2003-10-02
Michael,Brown,1986-08-08,715-622-7182,charles80@gmail.com,284 Martinez Loaf Apt. 798,Angelafort,CA,97931,"Buyer, retail",dog,fostering,False,2003-08-24
Mary,Harris,1976-12-07,078-679-3903,cameronrice@yahoo.com,395 Petersen River Suite 392,West Michael,CA,93871,Education administrator,cat,fostering,False,2002-12-11
Matthew,Richards,1989-12-05,263-482-2843,rose24@cameron.com,5854 Robinson Wall Suite 166,Lake William,CA,90850,Barrister's clerk,cat,adopting,False,2000-07-03
Ashley,Martin,1990-02-21,230-134-0634,rlee@yahoo.com,7023 Mcdonald Crossroad,Stephenside,WA,91705,"Embryologist, clinical",dog,fostering,False,2002-09-27
Beverly,Farley,2000-04-27,574-818-9044,murraykenneth@gmail.com,45351 Larsen Course,Lorifort,WA,94432,Outdoor activities/education manager,dog,adopting,True,2001-05-01
Catherine,Wilson,1996-01-15,889-355-2479,browncody@chandler.com,06638 Diana Valley Suite 150,West Tanner,WA,90882,Charity officer,cat,fostering,True,2001-12-18
Kristin,Daniel,1986-06-16,386-263-7857,weaverkenneth@yahoo.com,9311 Teresa Dale,South Johnside,WA,91332,"Education officer, museum",dog,adopting,False,2001-08-19
Courtney,Peck,1983-01-11,164-805-2287,ahines@yahoo.com,01872 Patton River,West William,WA,95139,Art therapist,dog,adopting,True,2001-11-12
Lee,Walker,1982-12-20,343-682-0098,mikedawson@huber-brock.net,2350 Steven Manors Apt. 466,New Laura,OR,94103,Housing manager/officer,cat,adopting,True,2002-10-05
David,Smith,1989-08-24,331-385-0308,nielsenjennifer@brooks-lopez.info,897 Hernandez Brook Apt. 397,New Jamiemouth,OR,91232,Hydrographic surveyor,dog,fostering,True,2003-08-26
Robert,Williams,1990-11-15,972-797-8485,jcobb@mayer.info,83950 Heather Unions,Port Chloe,CA,97973,Photographer,cat,fostering,False,2001-01-10
Patricia,Baker,1977-02-24,484-549-9764,justinmorales@miller.com,954 Long Trace,New Alfred,OR,97139,Education administrator,dog,fostering,False,2001-10-30
Wesley,Herrera,2002-08-02,040-456-8445,sdougherty@dominguez-evans.biz,7575 Karen Harbor,Lindashire,CA,92885,Theatre director,dog,fostering,True,2001-12-21
John,Reed,1998-04-23,917-742-3169,susanallen@hotmail.com,712 Mary Drive Suite 592,Debbiemouth,CA,90107,Medical sales representative,cat,adopting,False,2003-12-15
Wesley,Williams,1971-01-29,275-323-4734,lgreer@gmail.com,78929 Leon Vista Apt. 944,Collinston,CA,94992,Leisure centre manager,cat,adopting,False,2000-04-24
Michelle,Butler,1979-05-29,259-118-9677,samantha26@daniels.com,04076 Flores Street Apt. 441,West Christian,OR,92545,Health and safety adviser,cat,fostering,True,2003-10-05
Robert,Lopez,1986-08-06,560-794-5993,shannonjones@white-coleman.com,26366 Barrett Isle Apt. 602,West Evanshire,OR,90293,"Engineer, materials",cat,fostering,True,2002-01-09
Danielle,Gardner,1976-06-10,524-059-9401,olarson@yahoo.com,44300 Michael Walks Suite 680,South Bryan,CA,99255,"Presenter, broadcasting",dog,adopting,False,2001-08-31
Matthew,Lucas,2001-01-15,862-736-0542,jillchavez@yahoo.com,89983 Misty Village,Derrickshire,CA,90325,Fitness centre manager,dog,fostering,True,2002-06-11
Kelsey,Martin,2003-09-14,412-546-7078,theodorereyes@gmail.com,57205 Sherry Isle,Rodneyland,CA,98589,Cabin crew,dog,adopting,False,2001-02-07
Brandy,Martinez,1994-11-20,951-033-7444,jennifer91@gmail.com,407 John Station Apt. 641,Matthewburgh,WA,95174,Broadcast presenter,dog,fostering,True,2003-06-07
Robert,Bennett,1975-02-14,511-402-2756,parsonsmelissa@young-sheppard.com,75316 Amy Run Suite 592,Fitzgeraldland,WA,90549,Medical sales representative,cat,fostering,False,2001-04-03
Christopher,Ramirez,1972-11-20,057-138-4240,tkaiser@hotmail.com,21635 Christina Hill,Calebtown,WA,95874,"Therapist, occupational",dog,adopting,True,2000-10-30
Dennis,Wilson,1977-01-28,918-584-9035,kimmartin@yahoo.com,55121 Vance Forge Suite 322,North Jason,WA,94181,Educational psychologist,dog,fostering,False,2000-04-26
Susan,Thornton,1991-12-12,136-068-7382,aalexander@hernandez.com,697 Krista Via Apt. 686,Williamsstad,CA,99358,Company secretary,cat,adopting,True,2001-04-02
Brittany,Scott,1971-03-23,681-177-4257,jsims@hotmail.com,02045 Thompson Radial,West Bryanburgh,OR,90676,"Scientist, physiological",cat,adopting,True,2003-10-02
Stanley,Wilcox,1995-07-31,455-048-9708,jeffreystephens@gmail.com,48422 Keller Crest Apt. 483,West Dana,CA,94706,Product designer,cat,fostering,True,2003-10-18
Wendy,Chen,1997-06-10,543-305-3133,burgesstommy@ford.com,66169 Zachary Meadows,Pricebury,OR,93062,"Engineer, manufacturing",dog,fostering,True,2003-01-21
David,Green,1998-01-31,948-103-0169,kimberly22@jones.com,8576 Clark Meadow Apt. 874,West Penny,OR,90119,Sports therapist,dog,adopting,True,2003-05-18
Jessica,Wood,1990-12-19,416-379-5882,cortezsteven@howe-ramos.info,1666 Luis Camp Suite 817,Dylanside,CA,90470,Charity fundraiser,cat,fostering,True,2000-12-20
Edward,Richardson,1994-11-28,598-261-6536,jody31@hotmail.com,12587 Jones Route,West Cesarside,OR,98362,Artist,cat,adopting,True,2000-05-01
Cindy,Jacobs,1992-06-22,997-005-2805,gallagheredwin@love.org,444 David Parkways,Cisnerosborough,WA,98168,Environmental manager,dog,fostering,False,2003-09-22
Sarah,Osborne,1989-07-31,703-227-2847,pamela54@miller.net,692 Nathan Forge Apt. 385,Andrewview,OR,92903,Research scientist (maths),dog,adopting,True,2002-03-21
Cassandra,Hill,1972-12-16,544-127-3786,saracastro@knight.biz,49175 Maria Valley Apt. 666,North Michaelmouth,CA,98616,Site engineer,dog,fostering,True,2002-10-15
Lacey,Hall,1993-03-04,062-365-3852,gvazquez@moreno.com,431 Roy Plains,East Corey,OR,97765,"Designer, furniture",cat,adopting,False,2003-03-27
Michael,Hayes,1991-09-01,592-561-0680,jwoods@franco.info,0354 Flores Road Apt. 574,Bryanville,CA,96126,International aid/development worker,cat,adopting,True,2000-09-20
Valerie,Scott,1981-08-17,822-132-6992,pcarpenter@barnes.com,20178 Angelica Valley Apt. 913,East Emilyberg,OR,97674,Systems developer,dog,adopting,True,2003-02-26
Lauren,Bender,1971-04-18,292-538-6113,salasjohn@yahoo.com,809 Alexander Heights Apt. 813,North Kim,CA,95130,Soil scientist,cat,adopting,True,2003-01-03
Ashlee,Johnson,2000-06-09,600-570-3860,aaronabbott@yahoo.com,078 Wilkins Glens Apt. 562,Kingfort,OR,91871,Television camera operator,cat,adopting,True,2003-08-06
Jackie,Briggs,1992-11-04,689-530-8019,vestrada@gmail.com,33891 Castro Garden Suite 320,Gutierrezfurt,WA,91615,Lawyer,dog,fostering,True,2001-02-27
Lauren,Reyes,2001-09-14,919-198-5262,amandaberry@archer.com,023 Brian Mountains Apt. 591,Maloneville,WA,94605,Animal nutritionist,dog,adopting,True,2000-03-08
Amber,Freeman,1970-10-28,254-447-9726,nathanielhouse@briggs.info,34649 Summers Key Suite 159,East Bradley,WA,95770,Heritage manager,cat,fostering,True,2002-08-13
Michael,Cruz,1975-11-06,180-382-1131,john27@duncan.com,3626 Baker Valleys Suite 499,East Johnmouth,CA,97626,Chief of Staff,dog,fostering,False,2002-02-05
Paul,Gonzalez,1985-05-08,830-272-1258,nicholas26@gmail.com,176 Brown Mill Apt. 948,Snydermouth,CA,94542,Accounting technician,cat,fostering,False,2001-11-20
Juan,Ryan,1982-03-10,451-689-9651,wjones@green.com,8420 Greene Curve Apt. 957,Mariachester,OR,90369,Retail buyer,cat,fostering,False,2002-04-14
Sara,Davis,2003-04-16,034-169-4510,trobles@phillips.info,34053 Drake Centers,Solisshire,OR,98342,Financial adviser,dog,adopting,True,2002-09-18
Theresa,Adams,1999-11-30,079-861-5328,jesse32@yahoo.com,2040 Hamilton Canyon Suite 238,Smithmouth,CA,96460,"Engineer, site",cat,fostering,True,2000-05-29
Michael,Osborne,1994-09-18,687-053-9580,melissajoseph@yahoo.com,651 Simmons Parks Apt. 522,West Alexis,OR,98023,Tourism officer,dog,fostering,True,2001-04-27
April,Lewis,1995-07-14,405-101-1157,bjohnson@young-solis.com,084 Valerie Springs,Lindseyport,OR,94821,Media buyer,dog,adopting,False,2001-02-16
Linda,Mccoy,1980-06-17,083-143-7506,erinjohnson@gmail.com,11809 Ruiz Cove Suite 340,Lake Dianeburgh,OR,99456,"Psychologist, occupational",cat,adopting,True,2000-12-25
Elizabeth,Peterson,1994-10-12,436-300-2464,clee@hotmail.com,529 Joanna Turnpike,Allisonburgh,WA,93896,Art therapist,cat,adopting,False,2001-11-28
Chase,Jimenez,1984-08-29,269-925-0119,douglasharrell@brown.com,083 Lindsey Plains Apt. 207,Port Aaronburgh,WA,95381,Social worker,cat,adopting,True,2002-12-27
Amanda,Lopez,1994-07-11,048-446-6819,xsmith@hotmail.com,819 Hodges Station Suite 032,Mitchellfurt,WA,94311,Gaffer,cat,fostering,False,2000-01-24
Tammy,Pearson,1986-10-25,157-220-9820,martinezryan@anderson.biz,72024 Joyce Extensions,Lake Natasha,OR,94220,Surgeon,dog,adopting,False,2001-01-13
Trevor,Gordon,1998-08-07,250-941-7594,isaiahperkins@guerrero-price.com,4536 Moore Garden Suite 458,West Michelleburgh,CA,94106,"Editor, film/video",cat,adopting,False,2002-03-17
Daniel,Abbott,1977-10-17,615-843-8179,derrick72@yahoo.com,614 Matthew Harbor,Meyershaven,OR,90340,"Therapist, sports",dog,adopting,False,2000-09-15
Brittany,Mccormick,1996-04-15,514-812-5759,wwilliams@yahoo.com,0179 Abbott Junctions,Sextontown,OR,95002,Artist,cat,adopting,True,2001-05-01
David,Reyes,1970-12-08,503-701-2945,fwhite@yahoo.com,507 Ward Valley,Martinezborough,WA,90920,Research scientist (maths),cat,adopting,True,2000-07-12
Rachel,Wagner,1995-11-17,467-545-8894,tommy99@mills.com,2385 Armstrong Rue Apt. 349,Jamesview,OR,92443,Geographical information systems officer,cat,fostering,True,2002-06-26
Kevin,Fowler,1992-05-02,757-216-4791,ricardobonilla@gmail.com,88882 Thomas Well Suite 538,West Jessica,WA,94095,"Therapist, occupational",cat,adopting,False,2001-05-30
Kevin,Parker,1983-03-31,517-606-1976,uhughes@smith.com,9417 Ralph Neck Suite 696,Grahamland,WA,93339,"Engineer, production",cat,adopting,True,2001-11-06
Brian,Adams,1976-03-08,182-464-0495,diazsean@yahoo.com,543 Steven Cliff Suite 261,North Regina,OR,94026,Records manager,cat,fostering,False,2001-06-07
Ashley,Lin,1970-05-14,389-714-2464,cassie80@gmail.com,658 Kayla Points Apt. 206,Loveport,CA,94881,"Nurse, children's",cat,fostering,True,2003-06-06
Bailey,Arias,1979-05-23,357-600-5628,hessbruce@murphy.com,42674 Moore Prairie,Port Matthew,CA,90116,"Embryologist, clinical",cat,adopting,False,2000-11-04
Alexander,Garza,1974-11-21,531-807-5830,amandawalker@hotmail.com,889 Grant Trail,West Tracy,CA,94407,Cartographer,cat,adopting,True,2001-06-08
Patrick,Allen,1975-03-25,010-137-7034,frivera@nelson.biz,10124 Hill Ridges,South Stephanie,OR,98406,English as a second language teacher,dog,adopting,False,2000-03-28
Candace,Wilson,1972-07-26,915-923-9315,sfuentes@gibson.com,0479 Blair Shores,South Andrewfurt,OR,90530,Neurosurgeon,dog,fostering,False,2000-09-28
Juan,Mccormick,1971-11-01,184-106-2623,bporter@sandoval-lopez.com,0713 Holly Road Suite 064,Port Jeremyburgh,WA,98303,Agricultural consultant,cat,fostering,True,2001-07-05
Johnathan,Robinson,1988-07-15,137-281-3787,melissa62@hotmail.com,055 Johnson Circle Apt. 858,Newmanchester,OR,95480,Chiropodist,dog,fostering,True,2002-12-17
Shari,Morales,2001-09-12,715-080-0294,russell96@jones.com,7399 Miller Mountains Apt. 493,East Kimberlyburgh,WA,99317,Biomedical scientist,dog,fostering,True,2000-06-03
Douglas,Ferrell,1984-04-30,444-930-1842,julia40@gmail.com,463 Powell Divide Suite 481,North Jacob,CA,94691,"Journalist, broadcasting",dog,fostering,True,2001-12-05
Scott,Galloway,1974-04-11,101-041-6416,mmartin@hotmail.com,64323 Christopher Road,Hannashire,WA,97584,"Nurse, adult",dog,fostering,True,2002-12-12
Lauren,Rodriguez,1993-06-16,571-485-4616,robertcruz@yahoo.com,4805 Jason Corners Apt. 372,North Sheila,WA,97345,"Pharmacist, hospital",dog,adopting,False,2002-09-09
Danielle,Phillips,1971-04-04,345-072-8797,tina48@brown.com,8723 Barrera Roads,New Matthew,WA,96709,"Buyer, industrial",cat,adopting,True,2002-01-28
Tiffany,West,1990-11-20,266-783-2705,dillon16@obrien-lewis.org,560 Rollins Loaf,North Nicholashaven,OR,98979,Medical physicist,cat,adopting,True,2002-01-19
Kathryn,Graham,1986-11-10,241-318-4854,zbaldwin@hotmail.com,84037 Douglas Springs Suite 896,Tylerborough,OR,95905,Electronics engineer,cat,fostering,True,2001-07-17
David,Ramirez,1993-02-24,497-819-8555,david83@kim.com,4895 Shawn Flats,East Moniquehaven,CA,93685,"Buyer, retail",cat,adopting,False,2001-10-19
Stephanie,Young,1975-12-26,674-811-6481,rpreston@hotmail.com,807 Padilla Burg,Katherineport,CA,97500,"Engineer, civil (consulting)",cat,fostering,False,2001-09-10
Austin,Miller,1983-01-20,429-347-7024,xparker@bryant.biz,1275 Robin Lake,Mckinneyville,CA,95411,Best boy,cat,fostering,False,2000-09-05
Jessica,Freeman,1986-03-05,980-784-2051,gordonnicholas@smith.net,7275 Lauren Land,Shawnfurt,CA,93104,"Sales professional, IT",dog,adopting,False,2000-07-08
Monica,Bradley,1976-11-07,788-830-2774,mollywhite@gmail.com,92473 Xavier Keys Apt. 984,Harrisburgh,WA,90595,Hydrogeologist,cat,fostering,False,2003-01-23
Kyle,Cortez,2001-07-14,935-176-7214,summer96@yahoo.com,29149 Elizabeth Branch,New Brian,OR,92072,Medical laboratory scientific officer,cat,fostering,True,2001-07-28
Adam,Harper,1997-10-16,507-934-0312,colleen70@thomas-garrett.com,9982 Fisher Mountains,Thomasshire,CA,98418,Energy manager,dog,adopting,False,2002-02-15
Elizabeth,Brown,1975-12-16,190-840-0554,mistyallen@yahoo.com,79885 Gary Estate,Kellyton,OR,91154,Museum/gallery exhibitions officer,dog,fostering,False,2002-02-09
